  -2,  -1,  -2,   1,   6,  -9,  -6,  -1,1458228125.255
  -3,   0,  -1,  -2, -10,  -7,  -1,  -2,1458228125.255
   0,   1,   3,   4,  -5,  -1,   0,   1,1458228125.256
  -4,  -2,  -7,   3,   9,   7,  -1,   0,1458228125.256
   0,   0,  -3,  -1, -17, -13,   0,   0,1458228125.259
  -1,   0,   2,   1,   7,   0,  -4,  -1,1458228125.259
   0,   0,   2,  -3,   8,  -3,   0,  -1,1458228125.261
  -3,  -3,  -1,   4,   3,  -2,   2,   0,1458228125.261
  -1,  -3,  -3,   2,  -4,  14,   2,   1,1458228125.275
   0,   1,   1,  -4,  26,  -8, -12,   0,1458228125.277
  -1,  -2,  -3,  -2, -49, -22,   7,   0,1458228125.281
   0,  -1,   0,  -7,  -8, -15,  -6,  -7,1458228125.281
   0,  -1,  -1,   1,  12,  -4,   3,   1,1458228125.290
   0,  -2,   1,   0,   4,  38,   7,   3,1458228125.290
  -1,   1,  -1,  -4,  13,   2,  -3,  -3,1458228125.306
  -3,   0,  -1,  -2,  -5,   3,  -1,  -1,1458228125.306
  -5,   0,   0,  -4, -12, -21,  -6,  -3,1458228125.310
   0,   1,  -1,   2,   4,   5,   1,  -1,1458228125.310
   0,  -1,  -2,  -1,   1,  -1,  -4,  -2,1458228125.325
   0,  -3,  -3,  -4, -19,  -9,  -2,  -3,1458228125.325
   0,  -1,   1,   3,  10,  13,  -4,  -1,1458228125.335
  -2,  -5,  -1,  -3, -19, -16,  -3,  -4,1458228125.335
  -1,  -4,  -3,  -3,  18,  11,   1,   1,1458228125.349
  -1,  -2,  -2,  -3, -12,  -3,   1,   1,1458228125.349
   0,   0,   0,   1,  22,   6,   3,  -1,1458228125.389
  -2,  -1,  -1,  -2, -24,  -6, -16,  -2,1458228125.389
   0,   0,  -1,   1,   3,   4,   8,   0,1458228125.389
  -1,   0,  -1,   0,   5,   5,   0,   1,1458228125.392
   0,   0,  -2,  -2, -10,  -8,  -2,   1,1458228125.392
   0,  -2,  -2,  -1,  27,   7,   3,  -2,1458228125.392
  -3,  -1,  -1,  -2,  -5,  -3,  -6,  -2,1458228125.393
  -2,  -1,  -1,   3,  -2,  -3,  -3,   0,1458228125.393
  -1,   0,  -2,   0,  11,  -9,   4,  -2,1458228125.401
  -2,  -1,  -3,  -5, -17,  29,   2,  -1,1458228125.401
   1,   0,  -1,   0,   0, -16,  -1,   0,1458228125.415
   1,  -1,  -1,   1,  28,  20,   2,   0,1458228125.415
  -2,  -4,  -3, -10, -44, -21, -12,  -4,1458228125.432
   1,   0,   1,   5,  13, -24,   8,   1,1458228125.432
  -2,  -3,  -3, -12,   0,  30,   0,  -1,1458228125.433
  -1,  -1,   1,   4,   2,   0,  -2,  -1,1458228125.433
  -2,  -1,   0,  -1,   1,  -2,  -1,  -1,1458228125.439
   0,   0,  -2,  -3,  17,  -4,  -3,  -1,1458228125.439
  -2,  -1,   0,   1, -16, -14,  -5,  -2,1458228125.461
  -2,  -3,  -2,  -6,   3,   0,   3,  -2,1458228125.461
  -1,  -3,  -1,  -4,   4,  -8,  -7,  -2,1458228125.463
   0,  -1,  -1,   1, -11,  16,   5,   1,1458228125.465
   0,   0,  -2,   1,  10,  17,  -1,  -3,1458228125.475
  -2,  -2,  -1,  -2,   3,  -1,  -1,  -3,1458228125.475
