  -1,  -2,  -3,  -5,  -5,   2,  -2,  -1,1478549972.797
  -2,  -2,  -1,  -3,   4, -10,   2,   2,1478549972.797
  -2,  -3,  -7,  -2,  -3,  -4,  -2,  -1,1478549972.798
  -1,   0,   2,   1,   1,  -1,  -1,  -1,1478549972.798
  -1,   1,  -1,  -2,   3,  -3,  -1,  -1,1478549972.799
  -1,  -1,  -3,  -2,  -3,   1,   0,  -2,1478549972.799
   0,   0,   0,  -1,   0,  -1,   0,   0,1478549972.800
   0,  -3,  -2,  -5,  -2,  -3,  -2,  -2,1478549972.800
   1,  -2,  -3,  -1,   0,   1,  -2,  -1,1478549972.805
  -1,  -1,   5,   3,  -2,  -1,  -2,  -2,1478549972.807
  -1,  -2,  -3,  -4, -11, -16,  -5,  -2,1478549972.812
  -2,   0,  -4,  -2,   1,   3,  -5,  -3,1478549972.812
  -3,   0,   3,   5,   5,  -3,   2,   0,1478549972.820
  -2,   0,  -2,   4,   4,   0,  -1,   0,1478549972.820
  -1,   1,  -2,  -3,   0,   5,   3,   0,1478549972.835
  -1,  -1,  -2,  -3,  -5, -13,  -1,  -1,1478549972.835
  -2,  -2,   2,   1,  -5,   5,  -1,   0,1478549972.840
   2,   0,  -1,  -3,  -5,   5,   2,  -2,1478549972.840
   1,   0,   2,   9,  -5, -31,  -4,  -2,1478549972.864
   0,  -1,  -3,   0,  13,  49,   2,   0,1478549972.864
   0,   0,  -2,  -3,  -3,  -4,  -1,   0,1478549972.865
  -1,  -2,  -1,   1,   2,   2,  -5,  -2,1478549972.865
   3,   0,   0,  -2,  -1,   3,   9,   3,1478549972.911
  -2,  -1,  -1,  -3,  -2,  -5,  -4,  -2,1478549972.911
   0,  -2,   6,   2,  -3,  -3,   0,  -3,1478549972.912
   0,  -2,  -2,  -1,   3,  -2,   0,   1,1478549972.912
  -3,  -5,  -2,  -2,  -1,   4,  -4,  -1,1478549972.912
   0,  -2,  -2,   2,   2,  -3,   2,   1,1478549972.913
  -1,   2,  -2,  -2,  -1,  -6,  -2,  -2,1478549972.916
  -1,   2,   0,  -2,  -6,  -3,  -1,   2,1478549972.916
  -2,   0,   2,   5,   3,   2,  -1,  -3,1478549972.918
  -2,  -1,  -1,  -3,  -1,  -1,  -4,   0,1478549972.918
  -4,  -2,  -1,  -3,   1,   0,  -4,  -1,1478549972.922
  -2,  -2,   0,   1,   0,  -1,   0,  -3,1478549972.922
   0,   0,  -3,  -3,  -2,  -3,  -2,  -1,1478549972.931
  -1,   0,  -1,   3,  -1,   0,  -2,  -1,1478549972.931
   0,   1,  -1,  -1,   0,   0,  -2,  -1,1478549972.946
   0,  -4,  -1,  -3,  -1,   0,   0,   1,1478549972.946
  -1,  -1,  -1,  -1,   0,  -6,   0,  -2,1478549972.952
   0,  -1,  -4,   0,  -3,   1,  -1,  -3,1478549972.952
  -2,  -2,  -3,   1,  -1,   2,   0,   1,1478549972.976
  -2,   0,  -2,  -3,  -3,  -1,   0,  -3,1478549972.976
  -1,  -1,   0,  -1,  -3,  -3,  -2,   1,1478549972.978
  -1,  -3,  -2,   4,  -1,  -1,   1,  -1,1478549972.978
   0,  -1,  -4,  -3,  -3,  -1,  -1,   1,1478549972.990
  -3,   0,  -2,   0,  -1,  -3,  -2,  -1,1478549972.991
  -1,   0,  -3,  -6,  -3,  -1,   0,  -2,1478549972.997
   0,   1,   1,  -1,   4,   3,   0,   1,1478549972.997
   1,  -1,   6,   4,  -2,  -2,  -1,  -2,1478549973.013
  -2,  -3,  -2,  -3,  -1,   0,  -2,  -2,1478549973.013
   0,  -2,   0,  -3,  -2,  -1,   0,   0,1478549973.021
  -1,  -1,  -1,  -4,  -2,  -4,   1,   0,1478549973.021
  -2,  -1,  -4,  -2,  -2,   0,  -3,  -2,1478549973.036
   0,  -1,  -2,  -2,  -2,   1,  -2,  -1,1478549973.036
  -3,   0,  -2,   2,   0,  -2,  -3,  -4,1478549973.038
  -2,  -1,  -2,  -1,  -1,  -1,  -1,  -2,1478549973.038
  -2,  -2,  -5,  -2,  -1,  -1,   1,  -2,1478549973.050
   0,   0,   0,  -1,  -1,  -2,   0,  -3,1478549973.050
  -1,  -1,  -4,  -1,  -2,  -2,   0,  -1,1478549973.065
   0,   1,   0,   1,   0,  -1,  -3,  -1,1478549973.065
   1,  -1,  -1,  -1,  -3,   1,  -1,  -1,1478549973.074
  -2,   1,  -2,   1,  -1,   1,  -1,  -1,1478549973.074
   0,  -2,   0,  -1,  -1,  -1,  -1,  -1,1478549973.075
  -1,  -3,   2,  -2,  -2,  -4,  -2,   0,1478549973.075
  -1,  -2,  -2,   0,   0,  -1,   0,  -1,1478549973.096
  -1,  -2,   1,   1,  -1,   0,   1,  -1,1478549973.096
