  -2,  -2,  -2,   5,   6,   1,   0,   0,1458228042.215
  -4,   0,   1,  -4,  -7,   0,   2,  -1,1458228042.215
  -2,  -1,  -5,  -1,   0,   9,   0,  -1,1458228042.216
   0,  -2,  -1,   0,  -3, -14,  -4,   3,1458228042.216
   0,   0,  -1,  -1,  -1,  -2,   0,  -4,1458228042.217
  -2,  -3,   0,   1,   1,   1,  -2,  -3,1458228042.217
   1,  -1,  -1,   3,   1,   0,   0,   1,1458228042.220
   0,  -1,  -1,  -4,   4,   0,   0,  -1,1458228042.221
  -1,  -2,  -2,   2,   3,   6,  -3,  -1,1458228042.227
   0,  -1,   0,  -1, -10, -22,  -2,   0,1458228042.230
  -1,  -1,   3,  -2,   0,   6,   1,  -3,1458228042.237
  -2,  -1,  -3,  -2,  -3,  -5,  -3,  -2,1458228042.237
   0,  -1,  -4,  -5,  -1,  -3,  -2,  -2,1458228042.243
  -1,  -2,   1,   0,   2,   0,  -3,  -1,1458228042.243
  -1,  -2,  -1,   2,   2,   6,   1,   1,1458228042.258
  -1,   0,  -2,  -1,  -7,   0,  -3,  -3,1458228042.258
  -1,  -1,   0,   0,  -2,   5,  -2,  -2,1458228042.267
  -1,   0,   0,   2,   1,   4,   2,  -1,1458228042.267
   0,   0,   1,  -9,  -5,  -8,  -3,  -1,1458228042.282
  -1,  -2,  -1,   4,   6,   6,  -1,  -1,1458228042.282
  -1,  -1,  -4,  -6,  -4,  -1,   0,   0,1458228042.288
   0,  -2,  -2,  -2,  -2, -11,  -1,   0,1458228042.288
   0,  -1,  -1,   0,   1,  20,   0,   0,1458228042.302
  -1,   0,  -2,  -2,  -1,  -6,  -1,  -1,1458228042.302
   1,   0,  -1,  -4,  -2,   1,   0,   0,1458228042.344
  -1,  -1,  -1,  -2,   0,  -4,  -2,  -2,1458228042.344
  -1,  -1,   1,   0,  -1,   0,  -1,  -1,1458228042.347
  -2,  -2,  -4,   6,  -8,  -9,  -5,  -4,1458228042.351
  -1,  -2,   0,  -6,  -2,   2,   1,  -2,1458228042.356
   2,  -1,   0,  -2,   2,   4,  -1,  -1,1458228042.356
  -1,  -2,  -1,  -2,  -3, -10,  -2,  -1,1458228042.356
  -2,   0,   1,   2,   3,   1,  -1,   0,1458228042.356
  -2,   0,  -1,   1,   0,  -1,  -1,  -2,1458228042.357
  -2,   0,  -2,  -1,   0,   4,   0,  -2,1458228042.357
  -1,  -4,  -2,  -3,  -5,  -3,  -3,  -3,1458228042.363
  -1,   0,  -1, -10,  -4,   0,   2,   1,1458228042.363
  -2,   0,   0,   4,   2,   1,   0,   1,1458228042.378
  -3,  -1,  -2,  -7,  -6, -16,  -5,  -2,1458228042.378
   0,   1,  -2,  -1,   4,  10,  -1,   0,1458228042.384
   0,   0,   0,   6,   4,   1,   2,   0,1458228042.384
  -1,  -3,  -3,  -4,  -7,   3,  -1,  -2,1458228042.392
   1,  -1,  -3,  -3,  -1,  -9,  -4,  -3,1458228042.392
  -2,   0,  -2,   0,   3, -10,  -2,  -1,1458228042.415
  -2,  -2,  -1,   2,   2,  17,   1,   0,1458228042.415
   0,   1,   2,   0,  -3,   0,   0,  -1,1458228042.416
   0,  -2,  -1,   8,   3,   0,   1,   2,1458228042.419
  -2,  -2,  -6, -10,  -3,  -5,  -1,  -2,1458228042.430
  -2,  -2,  -1,  -2,  -1,  -4,  -2,  -1,1458228042.430
  -1,   0,   1,  -1,   0,   9,   1,  -2,1458228042.431
  -2,  -1,  -1,  -3,  -3,  -6,  -3,  -3,1458228042.431
  -2,  -1,  -3,  -3,  -4,   3,   1,  -2,1458228042.461
  -1,   1,   0,  -4,  -3,  -5,  -2,  -1,1458228042.461
  -1,  -3,  -1,  -3,  -3,  -6,  -2,   0,1458228042.461
   1,   0,  -2,  -4,   3,   5,   2,   1,1458228042.461
   0,   0,  -2,   6,  -1,   2,  -4,   0,1458228042.476
  -2,   0,  -2,  -5,  -3,  -2,   0,  -2,1458228042.476
   2,   0,  -1,   8,   7,  -2,   1,   1,1458228042.476
  -1,   1,  -1,  -4,  -3,   2,  -3,  -2,1458228042.476
   0,   0,   0,   0,  -3,   1,   1,   0,1458228042.489
  -1,   0,   0,  -3,  -1,   0,  -2,  -1,1458228042.489
  -2,   1,   2,  10,  10,  -5,  -1,   0,1458228042.497
  -1,  -4,  -5, -19, -12,  -7,   0,  -1,1458228042.497
  -1,  -1,   1,   6,   2,   5,  -1,  -1,1458228042.512
  -1,  -4,  -4, -10,  -3,   8,  -2,  -2,1458228042.516
  -1,   0,  -2,  -3,  -6, -19,  -2,  -2,1458228042.516
   0,  -1,  -1,   7,   3,   4,   2,   0,1458228042.516
  -1,  -1,   0,   0,  -1,  -4,  -2,  -3,1458228042.536
   0,   0,  -1,   0,  -1,   0,   0,  -1,1458228042.536
  -3,  -4,  -5,  -6, -10,  -9,  -6,  -3,1458228042.536
  -2,  -2,   0,   0,   2,   3,   0,   0,1458228042.536
  -1,  -2,  -2,  -5,  -2,  -8,  -4,  -2,1458228042.549
   0,   1,   1,   6,   8,   1,   4,   1,1458228042.549
  -2,  -2,  -1,  -5,   1,   0,  -3,   0,1458228042.558
  -2,   0,   1,   1,  -3,   3,   0,   0,1458228042.558
  -1,  -1,  -2,  -1,  -5,  -4,  -1,   1,1458228042.581
  -1,   1,   0,  -1,   1,  -7,  -2,  -1,1458228042.581
  -1,  -1,  -2,   0,   3,   3,   0,  -1,1458228042.581
   0,   1,   2,   2,   2,   0,  -1,   0,1458228042.581
  -1,  -4,  -4,  -4,   5,   2,   1,   0,1458228042.596
   1,  -2,   0,   1,   0,   3,  -2,  -1,1458228042.596
   1,  -1,   1,   0,   3,  -3,  -2,  -2,1458228042.596
  -3,   1,  -1,  -2,   7,   5,  -1,  -2,1458228042.603
  -1,  -2,  -4,  -9, -24, -15,  -1,  -2,1458228042.618
  -2,  -2,  -2,   1,   1,   4,   0,   0,1458228042.618
  -1,  -1,  -1,   1,  14,  20,   1,  -1,1458228042.619
  -2,  -1,  -2,  -1, -10, -12,  -7,  -3,1458228042.619
  -1,  -1,   0,   0,  -2,   0,  -1,  -2,1458228042.633
  -2,  -2,   1,  -1,   6,  -3,   3,   0,1458228042.633
  -1,  -3,  -1,  -4,  -4,  -4,  -1,  -1,1458228042.633
   0,   0,   0,   1,   0,   4,  -1,   0,1458228042.633
  -1,  -1,   1,  -3,  -5,   1,   0,   0,1458228042.656
  -1,  -1,  -2,   0,  -4,  -5,  -3,  -1,1458228042.656
  -2,  -2,  -2,   1,  -3,   3,   0,   1,1458228042.657
  -1,   0,  -2,  -2,  -7, -12,   1,  -1,1458228042.657
  -2,  -1,  -1,   1,   6, -15,  -2,  -2,1458228042.669
  -1,  -1,  -1,  -3,   3,  25,   1,   0,1458228042.669
  -1,  -2,  -1,  -5,  -7,  -3,  -2,  -2,1458228042.677
   0,  -2,  -1,   0,   1,   1,  -3,  -2,1458228042.677
   1,   0,   1,   1,   2,   0,   0,   0,1458228042.692
  -1,  -1,  -4,   3,  -5, -11,  -2,  -1,1458228042.698
  -2,  -2,  -2,  -7,  -5,   2,  -2,   0,1458228042.698
  -1,  -3,  -3,  -8, -10,  -4,  -3,   0,1458228042.698
  -2,   1,   0,   0,   8,   8,   1,  -1,1458228042.716
   0,  -2,   2,  -1,  -3,  -5,   0,  -1,1458228042.716
   2,  -2,  -1,  -1,  -4,   5,   1,  -1,1458228042.716
  -1,   1,  -3,   2,  -3,  -2,  -2,   0,1458228042.716
   1,   1,   2,  -1,   3,  10,  -2,  -1,1458228042.738
  -1,   0,   0,  -6,  -8, -15,  -3,  -2,1458228042.738
  -2,  -1,  -2,   0,   2,  -5,  -1,  -1,1458228042.745
  -1,  -2,  -1,   1,   0,   2,  -2,   0,1458228042.745
  -1,  -2,  -3,   0,  -3,   3,   1,   1,1458228042.753
  -1,  -2,   0,   1,   7,  -1,   0,  -1,1458228042.753
  -1,  -1,   0,   2,  -2, -11,   0,  -3,1458228042.753
  -2,  -1,  -3,  -6, -15,  17,   0,   0,1458228042.753
  -2,  -1,   0,   1,   5,  -6,  -2,  -3,1458228042.776
   1,  -3,  -2,  -5,  -9, -10,  -2,  -1,1458228042.776
  -2,  -1,   0,  -3,   2,   6,  -1,   0,1458228042.776
